,bedrooms,waterfront,view,condition,grade,sqft_above,sqft_basement,zipcode,price,bat_bed,sqft_floors
6326,3,0,0,3,7,1600,0,98056,260000,0.6666666666666666,800.0
6327,4,0,0,4,7,1480,0,98133,505000,0.25,740.0
6328,2,0,0,3,7,700,0,98122,260000,0.5,700.0
6329,2,0,0,3,7,700,0,98122,430000,0.5,700.0
6330,4,0,0,4,10,3520,0,98027,905000,0.5,1760.0
6331,3,0,0,4,8,1650,0,98052,440000,0.6666666666666666,825.0
6332,4,0,0,3,7,1360,0,98115,439500,0.25,680.0
6333,3,0,0,5,6,680,670,98056,270000,0.6666666666666666,680.0
6334,3,0,0,4,7,1970,0,98042,306500,0.6666666666666666,985.0
6335,3,0,0,3,8,1310,160,98126,380000,0.6666666666666666,655.0
6336,4,0,0,5,7,1610,0,98042,215000,0.5,1610.0
6337,2,0,0,3,7,810,0,98133,299900,0.5,810.0
6339,3,0,0,4,5,1900,0,98001,239950,0.3333333333333333,950.0
6340,4,0,0,4,8,1540,290,98177,494000,0.5,1540.0
6341,4,0,0,4,7,1010,720,98059,317500,0.5,1010.0
6342,4,0,0,4,7,2110,0,98033,670000,0.5,1055.0
6343,3,0,2,3,9,3060,0,98065,650000,0.6666666666666666,1530.0
6344,4,0,0,3,8,2620,0,98118,852000,0.5,1310.0
6345,2,0,0,3,7,1088,0,98034,250000,1.0,544.0
6346,3,0,0,4,7,1400,0,98055,264950,0.6666666666666666,1400.0
6347,2,0,0,5,7,1020,520,98177,582500,1.0,1020.0
6348,3,0,0,3,7,1300,240,98144,384000,0.6666666666666666,650.0
6349,3,0,0,3,8,1790,520,98119,817000,0.6666666666666666,895.0
6350,4,0,0,4,7,1730,0,98059,320000,0.5,1730.0
6351,4,0,0,3,8,1470,600,98155,445800,0.5,1470.0
6352,2,0,0,3,7,900,0,98118,263300,0.5,900.0
6353,3,0,0,3,6,860,0,98133,215000,0.3333333333333333,860.0
6354,5,0,0,3,7,2070,910,98115,842500,0.8,1035.0
6355,5,0,0,3,7,2070,910,98115,850000,0.8,1035.0
6356,5,0,0,3,7,2740,0,98031,386000,0.4,1370.0
6357,4,0,0,3,7,1790,0,98030,251100,0.5,895.0
6358,3,0,0,3,7,1330,420,98072,435000,0.6666666666666666,1330.0
6359,4,0,0,3,10,3610,0,98075,870000,1.0,1805.0
6360,6,0,0,3,7,1430,0,98004,800000,0.1666666666666666,715.0
6361,3,0,0,4,7,1570,0,98052,555000,0.6666666666666666,1570.0
6362,2,0,0,3,7,2280,0,98136,280000,0.5,1140.0
6363,3,0,0,3,6,940,0,98107,356000,0.3333333333333333,940.0
6364,4,0,4,3,9,2920,0,98065,675000,0.5,1460.0
6365,4,0,0,3,9,2260,0,98074,605000,0.5,1130.0
6366,5,0,2,4,7,1280,720,98112,690500,0.4,640.0
6367,2,0,0,3,8,1440,0,98053,437000,1.0,1440.0
6368,5,0,0,4,8,2310,0,98004,850000,0.4,1155.0
6369,4,0,0,4,7,1340,960,98144,350000,0.5,670.0
6370,2,0,0,3,8,1490,0,98108,480000,1.0,745.0
6371,3,0,0,3,8,1830,0,98059,379500,0.6666666666666666,915.0
6372,5,0,0,3,10,4440,0,98168,600000,0.8,2220.0
6374,2,0,0,3,7,840,160,98144,303000,1.0,420.0
6375,4,0,4,3,9,3450,1490,98178,800000,0.5,3450.0
6376,2,0,0,5,7,1220,760,98103,549000,1.0,610.0
6377,3,0,0,3,7,1210,350,98188,324950,0.6666666666666666,1210.0
6378,2,0,0,3,6,870,0,98168,170000,0.5,870.0
6379,3,0,0,5,6,840,0,98042,178000,0.3333333333333333,840.0
6380,3,0,0,3,6,1250,0,98058,144000,0.3333333333333333,1250.0
6382,2,0,0,3,6,750,0,98024,258000,0.5,750.0
6383,3,0,0,4,6,710,0,98126,345000,0.6666666666666666,710.0
6384,3,0,0,3,8,1620,670,98155,470000,0.6666666666666666,1620.0
6386,3,0,0,5,7,980,0,98034,350000,0.6666666666666666,980.0
6387,2,0,0,4,7,1590,0,98002,225500,1.0,1590.0
6388,2,0,0,3,6,720,220,98199,473000,0.5,720.0
6389,3,0,0,3,7,1150,600,98198,279000,0.6666666666666666,1150.0
6390,3,0,0,3,6,880,580,98125,470000,0.3333333333333333,880.0
6391,3,0,0,4,6,770,770,98105,565000,0.6666666666666666,770.0
6392,3,0,1,4,8,1380,1180,98136,695000,0.6666666666666666,1380.0
6393,3,0,0,4,7,1660,0,98022,315000,0.6666666666666666,1660.0
6394,3,0,0,3,8,1880,0,98029,529000,0.6666666666666666,940.0
6395,5,0,0,3,8,3500,0,98053,750000,0.8,1750.0
6396,3,0,0,3,7,1840,0,98034,481500,0.6666666666666666,920.0
6397,3,0,0,3,7,1060,0,98038,211000,0.6666666666666666,1060.0
6398,3,0,0,3,7,1390,400,98034,455000,0.6666666666666666,1390.0
6399,2,0,0,3,5,810,0,98055,238950,0.5,810.0
6400,4,0,0,3,8,1820,780,98117,722500,1.0,910.0
6401,4,0,3,4,8,2000,1230,98075,795000,0.5,2000.0
6402,4,0,0,3,8,2240,0,98032,327500,0.5,1120.0
6403,4,0,0,3,9,3400,0,98038,585000,0.75,1700.0
6404,4,0,1,3,7,1940,1200,98199,775000,0.5,1940.0
6405,4,0,0,3,8,2780,0,98075,645000,0.5,1390.0
6406,4,0,0,3,8,1670,650,98133,445000,0.75,1670.0
6407,3,0,0,3,7,1370,0,98198,257950,0.6666666666666666,1370.0
6408,5,0,0,3,7,1230,1000,98178,375000,0.4,1230.0
6409,3,0,0,3,7,1610,0,98030,245000,0.6666666666666666,805.0
6410,3,0,0,3,11,3410,0,98042,725000,0.6666666666666666,1705.0
6411,4,0,0,3,9,2810,0,98074,702000,0.5,1405.0
6412,3,0,0,3,6,1850,0,98059,330000,0.6666666666666666,925.0
6413,3,0,0,3,8,1790,0,98119,940000,0.6666666666666666,895.0
6414,3,0,0,4,7,1150,0,98155,354500,0.3333333333333333,575.0
6415,4,0,0,4,7,2420,0,98002,279950,0.75,1210.0
6416,3,0,0,4,7,1180,400,98038,284000,0.6666666666666666,1180.0
6417,5,0,1,3,8,1560,200,98028,480000,0.4,1560.0
6418,5,0,1,3,8,1560,200,98028,647500,0.4,1560.0
6419,3,0,0,3,9,2750,0,98077,625000,0.6666666666666666,1375.0
6420,3,0,0,4,7,920,0,98042,152000,0.3333333333333333,920.0
6421,3,0,0,3,7,960,0,98034,322000,0.3333333333333333,960.0
6422,3,0,0,4,7,870,250,98107,445000,0.6666666666666666,870.0
6423,3,0,0,4,7,1560,0,98144,595000,0.3333333333333333,780.0
6424,3,0,0,3,7,980,400,98055,165000,0.3333333333333333,980.0
6425,4,0,0,3,7,1940,0,98023,278500,0.5,970.0
6426,3,0,0,3,8,1370,440,98027,517500,0.6666666666666666,1370.0
6427,2,0,0,3,7,1100,0,98136,343566,0.5,1100.0
6428,4,0,0,3,7,1170,810,98002,286285,0.5,1170.0
6429,4,0,0,5,6,1340,0,98008,474905,0.5,1340.0
6430,3,0,0,4,7,1400,280,98126,550000,0.6666666666666666,1400.0
6431,4,0,0,3,6,2060,0,98001,286000,0.5,1030.0
6432,3,0,0,4,8,1770,850,98004,900000,1.0,1770.0
6433,3,0,0,3,7,1610,0,98029,449950,0.6666666666666666,805.0
6434,4,0,0,3,7,1490,0,98198,259000,0.5,745.0
6435,3,0,0,3,7,1540,360,98058,340000,0.6666666666666666,1540.0
6436,4,0,0,3,9,3440,0,98053,785000,0.5,1720.0
6437,2,0,0,4,6,1130,710,98107,490000,0.5,565.0
6438,4,0,0,4,7,1400,930,98030,344950,0.5,1400.0
6439,3,0,0,4,9,1880,370,98112,950000,0.6666666666666666,940.0
6440,4,0,4,4,7,1000,1000,98116,810000,0.5,1000.0
6441,2,0,3,4,9,1260,1750,98006,998160,1.0,1260.0
6442,3,0,0,3,8,1150,530,98056,377000,0.6666666666666666,1150.0
6443,3,0,0,4,8,1530,0,98033,595000,0.6666666666666666,1530.0
6444,2,0,0,3,6,970,0,98116,313300,0.5,970.0
6445,5,0,0,4,7,1550,0,98108,360000,0.4,775.0
6446,3,0,0,2,8,1660,0,98023,188000,0.6666666666666666,1660.0
6447,3,0,0,3,9,3680,0,98014,755000,0.6666666666666666,1840.0
6449,3,0,0,3,6,1480,0,98027,455000,0.3333333333333333,740.0
6450,5,0,3,3,10,2680,920,98052,817500,0.8,1340.0
6451,3,0,0,3,8,1700,0,98103,550000,0.6666666666666666,566.6666666666666
6452,3,0,0,3,8,1240,440,98023,260000,0.6666666666666666,1240.0
6453,3,0,0,3,7,1550,0,98045,320000,0.6666666666666666,775.0
6455,4,0,0,3,7,1460,900,98125,362000,0.5,1460.0
6456,3,0,0,3,7,1350,460,98199,503500,0.6666666666666666,675.0
6457,3,0,0,3,9,2290,0,98029,653000,0.6666666666666666,1145.0
6458,4,0,0,3,10,3370,0,98077,760000,0.75,1685.0
6459,4,0,0,4,7,1090,1000,98117,775000,0.5,1090.0
6461,5,0,0,4,7,1360,700,98177,417500,0.4,1360.0
6462,3,0,0,4,7,1220,340,98052,525000,0.6666666666666666,1220.0
6463,2,0,1,3,4,730,0,98198,217000,0.5,730.0
6464,4,0,0,3,8,1640,1270,98011,525000,0.75,1640.0
6465,4,0,0,3,7,1890,600,98155,442500,0.5,1890.0
6466,4,0,0,4,7,1710,0,98006,525000,0.5,1710.0
6467,4,0,0,4,7,1520,0,98034,425500,0.5,1520.0
6468,3,0,2,3,8,2930,0,98024,710000,1.0,1465.0
6469,4,0,3,3,8,1930,1230,98070,545000,0.75,1930.0
6470,5,0,0,4,8,2910,0,98058,410000,0.6,1455.0
6471,3,0,0,3,7,1200,500,98038,245000,0.6666666666666666,1200.0
6472,2,0,0,4,6,810,0,98002,194900,0.5,810.0
6473,4,0,0,3,7,2000,0,98042,284000,0.5,1000.0
6474,2,0,0,4,6,1520,374,98001,280000,1.0,760.0
6475,3,0,0,3,6,1040,1040,98014,280000,0.6666666666666666,1040.0
6476,4,0,0,5,7,1010,720,98106,360000,0.5,1010.0
6477,2,0,0,3,6,720,0,98199,405000,0.5,720.0
6478,4,0,0,3,10,3560,0,98075,865000,0.5,1780.0
6479,4,0,0,4,7,1210,0,98006,483300,0.5,1210.0
6480,4,0,0,4,8,2130,0,98092,355000,0.5,1065.0
6481,3,0,0,3,7,1180,390,98038,274950,0.6666666666666666,1180.0
6483,3,0,0,3,11,2690,760,98166,755000,1.0,1345.0
6485,3,0,0,3,7,1150,0,98045,309212,0.6666666666666666,1150.0
6486,3,0,0,3,7,1150,350,98023,219950,0.6666666666666666,1150.0
6487,3,0,0,4,7,1300,0,98117,690000,0.6666666666666666,650.0
6488,3,0,0,3,6,1170,120,98106,250800,0.6666666666666666,1170.0
6489,3,0,2,3,9,2510,0,98038,557500,0.6666666666666666,2510.0
6490,4,0,0,5,8,1820,500,98105,941000,0.5,910.0
6492,4,0,0,4,7,1230,800,98042,305000,0.75,1230.0
6493,4,0,0,4,8,2060,0,98004,815000,0.5,2060.0
6494,3,0,4,4,9,1800,1120,98116,1020000,0.6666666666666666,1800.0
6496,3,0,0,3,9,2110,0,98056,535000,0.6666666666666666,1055.0
6497,3,0,0,4,6,1175,0,98004,775000,0.3333333333333333,1175.0
6498,3,0,0,3,7,1590,0,98042,255000,0.6666666666666666,1590.0
6499,2,0,0,3,7,1070,0,98155,327000,0.5,1070.0
6500,4,0,3,3,8,2240,480,98003,560000,0.5,1120.0
6502,3,0,0,4,7,1160,0,98042,199500,0.6666666666666666,1160.0
6503,4,0,0,3,9,3580,0,98038,760000,0.5,1790.0
6504,3,0,2,3,8,1980,1040,98108,439000,0.6666666666666666,660.0
6505,4,0,0,4,7,1410,970,98008,527000,0.5,1410.0
6506,3,0,0,4,6,1300,970,98022,199950,1.0,650.0
6507,3,0,0,4,7,1660,0,98042,254000,0.6666666666666666,830.0
6508,2,0,0,4,7,830,0,98103,393000,0.5,830.0
6509,5,0,0,4,8,1860,620,98011,585000,0.4,1860.0
6510,2,0,0,4,7,1150,750,98126,450000,1.0,1150.0
6511,2,0,0,3,9,1670,0,98029,565000,1.0,1670.0
6512,5,0,0,4,7,1300,700,98188,330000,0.4,1300.0
6513,3,0,0,3,9,2320,0,98074,870000,0.6666666666666666,1160.0
6514,4,0,0,4,8,1460,400,98008,585000,0.5,1460.0
6515,3,0,3,3,9,2110,0,98092,500000,0.6666666666666666,1055.0
6516,3,0,0,3,7,1150,250,98058,225000,0.6666666666666666,1150.0
6517,3,0,0,3,7,1150,250,98058,295000,0.6666666666666666,1150.0
6518,3,0,0,4,9,1920,930,98006,775000,1.0,1920.0
6519,3,0,0,3,7,1370,0,98045,280000,0.3333333333333333,1370.0
6520,3,0,0,5,7,1280,890,98103,539000,0.6666666666666666,640.0
6521,3,0,2,4,8,2570,0,98166,567500,0.6666666666666666,2570.0
6522,4,0,0,3,8,1310,660,98125,442500,0.5,1310.0
6523,5,0,0,3,8,2980,0,98118,598200,0.8,993.3333333333334
6524,4,0,0,5,8,2300,0,98033,610000,0.5,1150.0
6525,3,0,0,3,8,1990,0,98075,544900,0.6666666666666666,995.0
6526,4,0,0,3,8,2390,0,98072,557500,0.5,1195.0
6527,3,0,1,3,7,1430,730,98074,532500,0.6666666666666666,1430.0
6529,3,0,0,3,7,1040,800,98112,750000,0.6666666666666666,1040.0
6530,3,0,0,3,8,2030,0,98052,530000,0.6666666666666666,1015.0
6531,3,0,0,3,7,1400,0,98136,346100,0.6666666666666666,700.0
6532,4,0,0,4,9,2320,0,98092,260000,0.5,1160.0
6533,3,0,0,5,7,1410,0,98006,365000,0.6666666666666666,1410.0
6534,3,0,0,4,7,930,930,98075,615000,0.6666666666666666,930.0
6535,4,0,0,3,7,1820,0,98038,318400,0.5,910.0
6536,4,0,0,3,8,1910,0,98155,498500,0.5,955.0
6537,3,0,0,5,7,1540,0,98034,450000,0.6666666666666666,1540.0
6538,3,0,0,4,7,1430,0,98092,200000,0.6666666666666666,1430.0
6539,3,0,0,5,7,1010,0,98042,234000,0.3333333333333333,1010.0
6540,2,0,0,3,5,940,0,98146,121800,0.5,940.0
6541,3,0,2,5,8,1600,1000,98116,805000,1.0,800.0
6542,4,0,0,3,8,1220,840,98155,410000,0.5,1220.0
6543,3,0,0,3,8,1920,0,98034,475000,0.6666666666666666,960.0
6545,1,0,0,3,7,1020,0,98106,269000,1.0,1020.0
6546,4,0,0,4,8,2150,0,98052,573000,0.5,1075.0
6547,3,0,0,3,7,1660,0,98108,330000,0.6666666666666666,830.0
6548,4,0,0,3,7,1230,0,98166,252750,0.25,615.0
6549,2,0,0,3,8,2170,0,98053,745000,1.0,2170.0
6550,3,0,0,3,7,1280,0,98038,280000,0.6666666666666666,1280.0
6551,4,0,0,5,8,1380,860,98146,535000,0.5,1380.0
6552,4,0,0,3,7,1320,460,98115,580000,0.5,1320.0
6553,3,0,0,4,7,1220,620,98055,301000,0.6666666666666666,1220.0
6554,4,0,0,5,7,1740,0,98008,600000,0.5,1740.0
6555,5,0,0,3,9,3040,0,98106,538900,0.6,1520.0
6556,3,0,0,3,8,2370,0,98038,366000,0.6666666666666666,1185.0
6557,4,0,0,3,8,2100,0,98042,303000,0.5,1050.0
6558,3,0,0,3,8,1090,380,98136,432000,0.6666666666666666,545.0
6559,2,0,0,3,6,820,480,98146,300000,1.0,820.0
6560,3,0,0,4,8,2430,990,98144,908800,1.0,1215.0
6561,3,0,0,3,7,970,220,98107,500000,0.6666666666666666,970.0
6562,5,0,0,5,7,1740,340,98001,254000,0.4,1740.0
6563,5,0,0,4,7,1340,840,98117,470000,0.4,670.0
6564,3,0,0,5,7,1460,0,98008,480000,0.6666666666666666,1460.0
6565,3,0,0,4,7,1150,380,98033,536000,0.6666666666666666,1150.0
6567,3,0,0,4,8,1980,0,98052,550000,0.6666666666666666,1980.0
6568,3,0,0,4,7,1240,470,98023,260000,0.6666666666666666,1240.0
6569,2,0,0,3,7,890,270,98155,284900,1.0,445.0
6570,3,0,0,3,9,1530,670,98109,740000,0.6666666666666666,765.0
6571,2,0,0,4,7,1030,140,98136,425000,0.5,1030.0
6572,3,0,0,3,7,1120,0,98146,230000,0.3333333333333333,1120.0
6573,3,0,0,3,8,1710,0,98116,675000,0.6666666666666666,855.0
6574,3,0,0,3,7,1650,0,98030,267500,0.6666666666666666,1650.0
6575,4,0,2,5,8,1420,1420,98118,814000,0.5,1420.0
6577,3,0,0,3,7,1320,540,98125,460000,0.6666666666666666,1320.0
6578,3,0,0,3,8,2250,0,98045,445000,0.6666666666666666,1125.0
6579,3,0,0,3,8,2890,0,98074,715000,0.6666666666666666,1445.0
6580,3,0,0,3,7,1060,1060,98125,425000,0.6666666666666666,1060.0
6581,4,0,0,3,8,2130,0,98058,370000,0.5,1065.0
6582,2,0,0,4,6,780,390,98003,302000,1.0,780.0
6583,4,0,0,4,7,1060,1060,98008,453000,0.5,1060.0
6584,3,0,0,4,7,1280,0,98059,290000,0.6666666666666666,1280.0
6585,4,0,0,3,10,3170,0,98033,1040000,0.5,1585.0
6586,4,0,0,4,9,2260,0,98033,925000,0.5,2260.0
6587,3,0,0,3,9,2030,900,98072,600000,0.6666666666666666,2030.0
6588,3,0,2,4,7,1060,0,98126,354000,0.6666666666666666,1060.0
6589,4,0,0,3,7,1180,560,98023,204950,0.5,1180.0
6590,4,0,0,3,8,2990,0,98074,675000,0.5,1495.0
6591,4,0,0,3,11,3530,0,98052,995000,0.75,1765.0
6592,5,0,0,4,7,1500,1460,98005,800000,0.4,1500.0
6593,3,0,0,3,8,1650,0,98052,472500,0.6666666666666666,825.0
6594,4,0,0,3,8,1510,1210,98007,549950,0.5,1510.0
6595,3,0,0,3,7,998,518,98103,575575,0.6666666666666666,998.0
6596,4,0,0,3,10,2356,2030,98092,545000,0.75,2356.0
6597,3,0,0,3,7,1630,950,98133,340000,0.6666666666666666,1630.0
6598,3,0,0,4,6,960,0,98056,225000,0.3333333333333333,960.0
6599,2,0,0,3,7,1460,0,98031,299950,1.0,1460.0
6600,4,0,0,3,8,2640,1200,98105,829900,1.0,1320.0
6601,4,0,0,3,7,2090,0,98038,340000,0.5,1045.0
6602,4,0,0,3,8,1470,1000,98052,515000,0.5,1470.0
6603,4,0,0,4,8,2090,0,98029,601000,0.5,1045.0
6604,3,0,0,3,8,2070,0,98059,470000,0.6666666666666666,1035.0
6605,3,0,0,4,7,980,670,98106,371500,0.3333333333333333,980.0
6606,3,0,0,4,8,1410,470,98072,550000,0.6666666666666666,1410.0
6607,4,0,0,3,8,2060,0,98023,242550,0.5,1030.0
6608,3,0,0,3,8,1410,0,98177,367500,0.6666666666666666,1410.0
6609,4,0,0,3,8,2100,670,98003,359000,1.0,1050.0
6610,3,0,0,2,7,1390,0,98001,204900,0.6666666666666666,1390.0
6611,4,0,0,2,9,2720,2720,98001,850000,0.75,2720.0
6612,3,0,0,3,6,1280,0,98002,187000,0.6666666666666666,640.0
6613,3,0,0,4,7,1720,0,98058,326000,1.0,1720.0
6614,3,0,0,4,7,1720,0,98058,340000,1.0,1720.0
6615,6,0,0,3,8,1890,1150,98030,330000,0.3333333333333333,1890.0
6616,4,0,0,3,9,3110,670,98052,782000,1.0,1555.0
6617,4,0,0,3,8,2670,0,98034,612000,0.5,1335.0
6618,3,0,0,3,7,1350,0,98177,400000,0.6666666666666666,1350.0
6619,5,0,4,3,9,2460,1030,98177,941500,0.8,1230.0
6620,2,0,0,3,8,800,70,98103,313000,1.0,400.0
6621,4,0,0,5,7,1460,950,98117,735000,0.5,730.0
6622,3,0,0,3,8,1340,300,98011,471000,0.6666666666666666,1340.0
6623,3,0,0,4,7,1540,0,98155,350000,0.3333333333333333,1540.0
6624,4,0,0,3,8,1570,800,98027,530000,0.5,1570.0
6625,4,0,0,3,7,1830,0,98028,415000,0.75,915.0
6626,4,0,0,3,8,2330,0,98052,639500,0.5,1165.0
6627,4,0,0,4,8,2240,0,98075,580379,0.75,1120.0
6628,2,0,0,3,8,1700,0,98065,378000,1.0,850.0
6629,3,0,0,4,7,1410,340,98058,265000,0.6666666666666666,1410.0
6630,3,0,0,4,6,1100,0,98023,212000,0.6666666666666666,1100.0
6631,4,0,2,3,8,2320,0,98198,400000,0.75,1160.0
6632,4,0,0,3,8,2540,0,98008,750000,0.5,1270.0
6633,5,0,0,3,8,1750,1340,98023,384900,0.4,1750.0
6634,2,0,0,5,6,770,0,98042,176000,0.5,770.0
6635,3,0,0,3,7,2370,0,98038,350000,1.0,1185.0
6636,3,0,0,4,6,1200,0,98030,168000,0.3333333333333333,1200.0
6637,4,0,0,3,7,1100,1100,98118,358000,0.5,1100.0
6638,3,0,0,4,8,2660,0,98077,580000,1.0,2660.0
6639,3,0,0,3,7,1050,550,98034,442500,0.6666666666666666,1050.0
6640,2,0,0,3,8,1330,0,98105,515000,1.0,443.3333333333333
6641,5,0,2,4,8,1720,1720,98166,554000,0.4,1720.0
6642,3,0,0,3,9,2510,0,98075,659000,0.6666666666666666,1255.0
6643,4,0,0,3,7,1090,1060,98034,414999,0.5,1090.0
6644,3,0,0,3,6,1180,0,98045,275000,0.6666666666666666,1180.0
6645,2,0,0,4,5,680,0,98188,193000,0.5,680.0
6646,4,0,0,3,9,2840,0,98058,525000,0.5,1420.0
6647,3,0,0,3,8,1820,0,98052,424000,0.6666666666666666,910.0
6648,2,0,0,4,6,870,200,98117,455000,0.5,870.0
6649,2,0,1,4,7,1250,0,98126,463000,0.5,625.0
6650,4,0,3,3,7,1240,950,98033,1100000,0.5,1240.0
6651,3,0,0,4,8,1900,1100,98115,523000,0.6666666666666666,950.0
6652,4,0,0,4,8,2270,0,98005,615000,0.5,2270.0
6654,5,0,0,3,8,2320,1080,98107,870000,0.8,1160.0
6655,3,0,0,3,10,2830,0,98074,710000,0.6666666666666666,1415.0
6656,3,0,0,5,7,960,0,98023,215000,0.3333333333333333,960.0
6657,2,0,0,4,7,1530,0,98117,590000,0.5,1530.0
6658,5,0,0,3,7,1300,1200,98092,323000,0.4,1300.0
6659,4,0,0,4,7,1560,0,98058,279000,0.5,780.0
6660,3,0,0,3,8,1720,350,98177,535100,0.6666666666666666,1720.0
6661,5,0,0,5,9,1910,800,98005,830000,0.4,1910.0
6662,4,0,0,3,9,3150,0,98033,815000,0.5,1575.0
6663,3,0,0,3,8,1480,400,98008,535900,0.6666666666666666,1480.0
6664,3,0,0,3,7,1250,0,98146,230000,0.3333333333333333,1250.0
6665,4,0,0,4,7,1490,800,98055,325500,0.5,1490.0
6666,3,0,0,3,7,1990,0,98056,359000,0.6666666666666666,995.0
6667,3,0,2,3,8,2100,0,98065,505000,0.6666666666666666,1050.0
6668,3,0,0,5,7,940,0,98056,253905,0.3333333333333333,940.0
6669,3,0,0,3,8,1200,440,98125,369950,0.6666666666666666,1200.0
6670,3,0,0,3,7,1860,0,98038,350000,0.6666666666666666,930.0
6671,4,0,0,3,8,2100,0,98115,650000,0.5,700.0
6672,3,0,0,3,6,1500,0,98070,295000,0.6666666666666666,1500.0
6673,3,0,3,3,8,1180,500,98177,620000,0.6666666666666666,1180.0
6675,3,0,0,3,6,1400,0,98166,246000,0.3333333333333333,1400.0
6676,3,0,0,3,7,1350,1250,98014,430000,1.0,1350.0
6677,3,0,0,2,6,1440,0,98118,509990,0.6666666666666666,720.0
6678,4,0,0,4,7,1090,780,98033,490000,0.5,1090.0
6679,4,0,1,3,8,2360,600,98198,385000,0.75,2360.0
6680,4,0,0,3,9,2440,0,98074,769000,0.5,1220.0
6681,2,0,0,4,6,1122,0,98023,185000,0.5,1122.0
6682,3,0,0,4,7,1060,0,98034,303500,0.6666666666666666,1060.0
6683,4,0,0,3,8,1430,720,98177,468000,0.5,1430.0
6684,4,0,0,3,9,3100,0,98042,449950,0.5,1550.0
6685,2,0,0,3,7,880,0,98133,235000,1.0,440.0
6686,4,0,0,3,9,2150,340,98027,520000,0.5,1075.0
6687,2,0,0,3,6,1080,0,98168,203000,0.5,1080.0
6688,5,0,0,4,7,1290,1240,98008,657000,0.4,1290.0
6689,3,0,0,4,7,1200,0,98126,275000,0.3333333333333333,1200.0
6690,4,0,0,3,9,2850,0,98072,540000,0.5,1425.0
6691,4,0,0,3,7,2950,0,98059,455000,0.5,1475.0
6692,2,0,0,3,7,860,300,98115,458500,1.0,860.0
6693,4,0,0,3,10,3420,0,98055,549900,1.0,1710.0
6694,3,0,0,5,8,1550,690,98115,750000,0.6666666666666666,775.0
6695,4,0,0,3,7,1180,270,98168,235000,0.5,590.0
6696,4,0,0,5,7,1820,0,98038,286000,0.5,910.0
6698,4,0,0,4,7,1580,850,98052,602000,0.5,1580.0
6699,3,0,0,3,7,1960,0,98115,640000,0.6666666666666666,980.0
6700,3,0,0,4,8,1440,0,98030,267000,0.6666666666666666,1440.0
6701,4,0,0,3,8,2730,0,98075,712000,0.5,1365.0
6702,2,0,0,3,5,910,0,98065,244500,0.5,910.0
6703,2,0,0,3,5,910,0,98065,301000,0.5,910.0
6704,4,0,0,4,8,2020,410,98109,990000,0.5,1010.0
6705,4,0,0,3,10,3350,0,98075,739999,0.75,1675.0
6706,4,0,0,3,7,1140,1180,98144,480000,0.5,1140.0
6707,3,0,0,3,8,1260,0,98133,305000,0.6666666666666666,420.0
6708,3,0,0,4,8,1590,390,98117,703300,0.6666666666666666,795.0
6709,4,0,0,4,7,1580,0,98001,265000,0.5,790.0
6710,4,0,2,3,9,2710,0,98045,600000,0.5,1355.0
6711,3,0,0,3,7,1400,0,98198,253000,0.3333333333333333,1400.0
6712,4,0,0,3,8,2410,0,98034,617950,0.5,1205.0
6713,4,0,0,4,7,1100,690,98106,385000,0.75,550.0
6714,3,0,0,5,7,1060,580,98118,319000,0.6666666666666666,1060.0
6715,3,0,0,5,7,1170,500,98008,696000,0.6666666666666666,1170.0
6716,2,0,0,4,6,970,0,98126,345000,0.5,970.0
6717,3,0,0,3,7,1610,0,98115,380000,0.6666666666666666,536.6666666666666
6718,4,0,0,4,8,1160,900,98166,647500,0.5,1160.0
6719,3,0,0,3,9,3570,0,98027,725000,0.6666666666666666,1785.0
6720,3,0,0,4,7,1400,0,98038,269950,0.6666666666666666,1400.0
6721,4,0,0,3,10,3470,0,98077,875000,0.5,1735.0
6722,3,0,0,3,7,1210,0,98106,299950,0.3333333333333333,1210.0
6724,2,0,0,3,7,990,0,98117,430000,0.5,990.0
6725,5,0,0,3,8,2200,0,98029,495000,0.4,1100.0
6726,3,0,0,3,7,1510,0,98031,275000,0.6666666666666666,1510.0
6727,3,0,0,3,7,1120,500,98118,333000,0.3333333333333333,1120.0
6728,3,0,0,4,7,1580,0,98023,247000,0.6666666666666666,790.0
6729,3,0,0,4,7,1260,0,98092,204555,0.6666666666666666,630.0
6730,3,0,0,4,9,2190,0,98042,432000,0.6666666666666666,2190.0
6731,3,0,0,4,7,1230,0,98001,175000,0.6666666666666666,1230.0
6732,4,0,0,4,7,1400,630,98008,556300,0.5,1400.0
6733,2,0,0,4,5,780,0,98045,286000,0.5,780.0
6734,2,0,0,3,8,1110,0,98103,320000,1.0,370.0
6735,3,0,0,4,9,2790,0,98077,815000,0.6666666666666666,1395.0
6736,4,0,0,3,7,1000,660,98056,385000,0.5,1000.0
6737,4,0,0,5,8,2190,1220,98144,1040000,0.25,1095.0
6738,4,0,0,3,8,2390,0,98023,350000,0.5,1195.0
6739,4,0,0,3,8,1850,0,98092,277000,0.5,925.0
6740,6,0,0,3,8,1250,1250,98118,415000,0.3333333333333333,1250.0
6741,3,0,0,5,6,1000,0,98155,295000,0.3333333333333333,1000.0
6742,4,0,4,5,8,2200,250,98116,969000,0.5,1100.0
6743,4,0,0,5,6,720,720,98106,339888,0.5,720.0
6744,3,0,0,3,7,1660,0,98030,269950,0.6666666666666666,830.0
6746,4,0,0,4,10,3090,0,98075,780000,0.5,1545.0
